date,close,volume,currency
2026-08-21,51.9,EUR,2026-08-22T07:39:37.965Z
2026-08-28,52.3,EUR,2026-08-29T10:48:57.103Z
2026-09-04,51.5,EUR,2026-09-05T13:38:43.736Z
2026-09-11,49.64,EUR,2026-09-13T06:17:59.872Z
