date,close,volume,currency
2026-08-21,91.98,NOK,2026-08-22T07:38:53.811Z
2026-08-28,93.24,NOK,2026-08-29T10:47:40.418Z
2026-09-04,93.92,NOK,2026-09-05T13:37:43.279Z
2026-09-11,87.54,NOK,2026-09-13T06:17:00.082Z
