date,close,volume,currency
2026-08-21,440,DKK,2026-08-22T07:36:39.946Z
2026-08-28,431,DKK,2026-08-29T10:15:09.456Z
2026-09-04,419.2,DKK,2026-09-05T13:35:51.952Z
