date,close,volume,currency
2026-08-21,227.6,SEK,2026-08-22T07:39:32.816Z
2026-08-28,233.8,SEK,2026-08-29T10:48:47.768Z
2026-09-04,236.2,SEK,2026-09-05T13:38:33.326Z
2026-09-11,229,SEK,2026-09-13T06:17:51.690Z
