date,close,volume,currency
2026-08-21,209.4,DKK,2026-08-22T07:37:10.973Z
2026-08-28,213.4,DKK,2026-08-29T10:33:30.299Z
2026-09-04,215.6,DKK,2026-09-05T13:36:29.507Z
