date,close,volume,currency
2026-08-21,526.5,NOK,2026-08-22T07:38:46.533Z
2026-08-28,578.5,NOK,2026-08-29T10:47:28.384Z
2026-09-04,550,NOK,2026-09-05T13:37:32.340Z
2026-09-11,581.5,NOK,2026-09-13T06:16:50.197Z
