date,close,volume,currency
2026-08-21,2151,DKK,2026-08-22T07:38:07.114Z
2026-08-28,2156,DKK,2026-08-29T10:44:20.490Z
2026-09-04,2165,DKK,2026-09-05T13:37:13.650Z
