date,close,volume,currency
2026-08-21,321.2,DKK,2026-08-22T07:37:01.954Z
2026-08-28,321,DKK,2026-08-29T10:31:40.031Z
2026-09-04,326.2,DKK,2026-09-05T13:36:20.802Z
2026-09-11,318,DKK,2026-09-13T06:15:41.568Z
