date,close,volume,currency
2026-08-21,438.6,DKK,2026-08-22T07:35:56.573Z
2026-08-28,462.7,DKK,2026-08-29T10:01:52.166Z
2026-09-04,454.7,DKK,2026-09-05T13:35:03.051Z
2026-09-11,416.1,DKK,2026-09-13T06:14:16.734Z
