date,close,volume,currency
2026-08-21,129.25,DKK,2026-08-22T07:39:23.857Z
2026-08-28,131.85,DKK,2026-08-29T10:48:33.723Z
2026-09-04,133.9,DKK,2026-09-05T13:38:21.044Z
2026-09-11,133.15,DKK,2026-09-13T06:17:37.946Z
