date,close,volume,currency
2026-08-21,399.1,NOK,2026-08-22T07:38:42.927Z
2026-08-28,386.4,NOK,2026-08-29T10:47:22.253Z
2026-09-04,393.6,NOK,2026-09-05T13:37:26.627Z
2026-09-11,415.5,NOK,2026-09-13T06:16:45.592Z
