date,close,volume,currency
2026-08-21,391.8,DKK,2026-08-22T07:37:07.260Z
2026-08-28,388.8,DKK,2026-08-29T10:32:16.348Z
2026-09-04,360.8,DKK,2026-09-05T13:36:25.763Z
2026-09-11,313.6,DKK,2026-09-13T06:15:46.509Z
