date,close,volume,currency
2026-08-21,108.3,NOK,2026-08-22T07:38:57.766Z
2026-08-28,109.8,NOK,2026-08-29T10:47:47.699Z
2026-09-04,105.9,NOK,2026-09-05T13:37:48.768Z
2026-09-11,94.7,NOK,2026-09-13T06:17:04.977Z
