date,close,volume,currency
2026-08-21,287,DKK,2026-08-22T07:36:07.974Z
2026-08-28,285.4,DKK,2026-08-29T10:05:07.368Z
2026-09-04,291.8,DKK,2026-09-05T13:35:14.798Z
2026-09-11,294.4,DKK,2026-09-13T06:14:28.755Z
