date,close,volume,currency
2026-08-21,314.9,NOK,2026-08-22T07:38:44.888Z
2026-08-28,312.3,NOK,2026-08-29T10:47:25.147Z
2026-09-04,308.4,NOK,2026-09-05T13:37:29.739Z
