date,close,volume,currency
2026-08-21,933,DKK,2026-08-22T07:36:33.436Z
2026-08-28,933,DKK,2026-08-29T10:12:10.825Z
2026-09-04,935,DKK,2026-09-05T13:35:45.862Z
