date,close,volume,currency
2026-08-21,244.2,SEK,2026-08-22T07:39:18.725Z
2026-08-28,252,SEK,2026-08-29T10:48:26.265Z
2026-09-04,249.6,SEK,2026-09-05T13:38:14.552Z
2026-09-11,241.2,SEK,2026-09-13T06:17:31.425Z
