date,close,volume,currency
2026-08-21,11.98,DKK,2026-08-22T07:38:40.559Z
2026-08-28,10.83,DKK,2026-08-29T10:47:17.735Z
2026-09-04,10.76,DKK,2026-09-05T13:37:23.051Z
2026-09-11,10.83,DKK,2026-09-13T06:16:41.936Z
